country,model,bin,mean_predicted_probability,observed_probability,n
Liberia_DHS_2019_2020,LogReg,7,0.7164650545526673,0.7209302325581395,43
Liberia_DHS_2019_2020,LogReg,8,0.730162203627812,0.6744186046511628,43
Liberia_DHS_2019_2020,LogReg,9,0.7455289846265103,0.7906976744186046,43
Liberia_DHS_2019_2020,LogReg,10,0.7796598472337217,0.7209302325581395,43
Liberia_DHS_2019_2020,LightGBM,1,0.3542471323446188,0.5909090909090909,44
Liberia_DHS_2019_2020,LightGBM,2,0.5782802971206032,0.7209302325581395,43
Liberia_DHS_2019_2020,LightGBM,3,0.6676287806271747,0.6744186046511628,43
Liberia_DHS_2019_2020,LightGBM,4,0.7216267019911512,0.6976744186046512,43
Liberia_DHS_2019_2020,LightGBM,5,0.7664113879666156,0.6976744186046512,43
Liberia_DHS_2019_2020,LightGBM,6,0.8147964635728691,0.6976744186046512,43
Liberia_DHS_2019_2020,LightGBM,7,0.851690622875057,0.6976744186046512,43
Liberia_DHS_2019_2020,LightGBM,8,0.8856925001664101,0.7674418604651163,43
Liberia_DHS_2019_2020,LightGBM,9,0.9138914976335368,0.7674418604651163,43
Liberia_DHS_2019_2020,LightGBM,10,0.9509377311433251,0.813953488372093,43
Liberia_DHS_2019_2020,XGBoost,1,0.46407702565193176,0.6136363636363636,44
Liberia_DHS_2019_2020,XGBoost,2,0.6133010387420654,0.6511627906976745,43
Liberia_DHS_2019_2020,XGBoost,3,0.6755947470664978,0.7441860465116279,43
Liberia_DHS_2019_2020,XGBoost,4,0.7129758596420288,0.6744186046511628,43
Liberia_DHS_2019_2020,XGBoost,5,0.7454712390899658,0.6744186046511628,43
Liberia_DHS_2019_2020,XGBoost,6,0.7701410055160522,0.6744186046511628,43
Liberia_DHS_2019_2020,XGBoost,7,0.7943122386932373,0.7906976744186046,43
Liberia_DHS_2019_2020,XGBoost,8,0.8173241019248962,0.7209302325581395,43
Liberia_DHS_2019_2020,XGBoost,9,0.8459413051605225,0.813953488372093,43
Liberia_DHS_2019_2020,XGBoost,10,0.8767433166503906,0.7674418604651163,43
Liberia_DHS_2019_2020,TabPFN,1,0.4839904010295868,0.5227272727272727,44
Liberia_DHS_2019_2020,TabPFN,2,0.6191863417625427,0.6976744186046512,43
Liberia_DHS_2019_2020,TabPFN,3,0.6849691271781921,0.6046511627906976,43
Liberia_DHS_2019_2020,TabPFN,4,0.7257005572319031,0.813953488372093,43
Liberia_DHS_2019_2020,TabPFN,5,0.7547865509986877,0.6046511627906976,43
Liberia_DHS_2019_2020,TabPFN,6,0.7771027088165283,0.6976744186046512,43
Liberia_DHS_2019_2020,TabPFN,7,0.7959184050559998,0.7674418604651163,43
Liberia_DHS_2019_2020,TabPFN,8,0.8139628767967224,0.7906976744186046,43
Liberia_DHS_2019_2020,TabPFN,9,0.8334670662879944,0.7906976744186046,43
Liberia_DHS_2019_2020,TabPFN,10,0.8584688901901245,0.8372093023255814,43
Bolivia_DHS_2008,LogReg,1,0.46222208317817753,0.3541666666666667,48
Bolivia_DHS_2008,LogReg,2,0.5121996774166494,0.375,48
Bolivia_DHS_2008,LogReg,3,0.5378371316246329,0.5531914893617021,47
Bolivia_DHS_2008,LogReg,4,0.5579730967200512,0.5208333333333334,48
Bolivia_DHS_2008,LogReg,5,0.5792847971998252,0.723404255319149,47
Bolivia_DHS_2008,LogReg,6,0.6016478977210652,0.5625,48
Bolivia_DHS_2008,LogReg,7,0.6280276359174447,0.6595744680851063,47
Bolivia_DHS_2008,LogReg,8,0.6489720452410794,0.7083333333333334,48
Bolivia_DHS_2008,LogReg,9,0.6709678870226141,0.8297872340425532,47
Bolivia_DHS_2008,LogReg,10,0.7221475530579982,0.7916666666666666,48
Bolivia_DHS_2008,LightGBM,1,0.18446595008908304,0.4166666666666667,48
Bolivia_DHS_2008,LightGBM,2,0.31499512841074345,0.4583333333333333,48
Bolivia_DHS_2008,LightGBM,3,0.43535439372503365,0.3829787234042553,47
Bolivia_DHS_2008,LightGBM,4,0.5114116541274136,0.5625,48
Bolivia_DHS_2008,LightGBM,5,0.5904504758562479,0.6170212765957447,47
Bolivia_DHS_2008,LightGBM,6,0.6765252922423999,0.6666666666666666,48
Bolivia_DHS_2008,LightGBM,7,0.7525493753837792,0.6382978723404256,47
Bolivia_DHS_2008,LightGBM,8,0.8200535538304133,0.8125,48
Bolivia_DHS_2008,LightGBM,9,0.8790970497704027,0.7659574468085106,47
Bolivia_DHS_2008,LightGBM,10,0.9434061160664715,0.75,48
Bolivia_DHS_2008,XGBoost,1,0.3014647960662842,0.3541666666666667,48
Bolivia_DHS_2008,XGBoost,2,0.3995644748210907,0.4166666666666667,48
Bolivia_DHS_2008,XGBoost,3,0.470059335231781,0.3829787234042553,47
Bolivia_DHS_2008,XGBoost,4,0.5309224724769592,0.5416666666666666,48
Bolivia_DHS_2008,XGBoost,5,0.5898552536964417,0.6382978723404256,47
Bolivia_DHS_2008,XGBoost,6,0.6544289588928223,0.6041666666666666,48
Bolivia_DHS_2008,XGBoost,7,0.7157576680183411,0.7446808510638298,47
Bolivia_DHS_2008,XGBoost,8,0.7695605158805847,0.7708333333333334,48
Bolivia_DHS_2008,XGBoost,9,0.8108657002449036,0.8297872340425532,47
Bolivia_DHS_2008,XGBoost,10,0.8652172088623047,0.7916666666666666,48
Bolivia_DHS_2008,TabPFN,1,0.27651044726371765,0.2708333333333333,48
Bolivia_DHS_2008,TabPFN,2,0.3731938600540161,0.4166666666666667,48
Bolivia_DHS_2008,TabPFN,3,0.4553135931491852,0.44680851063829785,47
Bolivia_DHS_2008,TabPFN,4,0.5183753967285156,0.5,48
Bolivia_DHS_2008,TabPFN,5,0.5914161205291748,0.6170212765957447,47
Bolivia_DHS_2008,TabPFN,6,0.6560420393943787,0.7083333333333334,48
Bolivia_DHS_2008,TabPFN,7,0.7187845706939697,0.6595744680851063,47
Bolivia_DHS_2008,TabPFN,8,0.7781245112419128,0.7291666666666666,48
Bolivia_DHS_2008,TabPFN,9,0.8445711135864258,0.8297872340425532,47
Bolivia_DHS_2008,TabPFN,10,0.8942835927009583,0.8958333333333334,48
Congo_DRC_DHS_2021_2022,LogReg,1,0.48186744830224765,0.46808510638297873,188
Congo_DRC_DHS_2021_2022,LogReg,2,0.5639391855440142,0.5775401069518716,187
Congo_DRC_DHS_2021_2022,LogReg,3,0.6012469189714097,0.5294117647058824,187
Congo_DRC_DHS_2021_2022,LogReg,4,0.6281400741770061,0.6149732620320856,187
Congo_DRC_DHS_2021_2022,LogReg,5,0.6500582674716388,0.6648936170212766,188
Congo_DRC_DHS_2021_2022,LogReg,6,0.6668774998097048,0.6470588235294118,187
Congo_DRC_DHS_2021_2022,LogReg,7,0.6849206764030441,0.6951871657754011,187
Congo_DRC_DHS_2021_2022,LogReg,8,0.7044750392053053,0.679144385026738,187
Congo_DRC_DHS_2021_2022,LogReg,9,0.7253542205870612,0.7540106951871658,187
Congo_DRC_DHS_2021_2022,LogReg,10,0.7553169275233764,0.824468085106383,188
Congo_DRC_DHS_2021_2022,LightGBM,1,0.3756295788254805,0.4734042553191489,188
Congo_DRC_DHS_2021_2022,LightGBM,2,0.502480912025963,0.48663101604278075,187
Congo_DRC_DHS_2021_2022,LightGBM,3,0.563855685279122,0.6096256684491979,187
Congo_DRC_DHS_2021_2022,LightGBM,4,0.6110114493389798,0.5882352941176471,187
Congo_DRC_DHS_2021_2022,LightGBM,5,0.6544541325663616,0.6276595744680851,188
Congo_DRC_DHS_2021_2022,LightGBM,6,0.6896146745382167,0.7058823529411765,187
Congo_DRC_DHS_2021_2022,LightGBM,7,0.7214823651804868,0.6363636363636364,187
Congo_DRC_DHS_2021_2022,LightGBM,8,0.7537524652219291,0.7379679144385026,187
Congo_DRC_DHS_2021_2022,LightGBM,9,0.7895148363621874,0.7593582887700535,187
Congo_DRC_DHS_2021_2022,LightGBM,10,0.8415870986808401,0.8297872340425532,188
Congo_DRC_DHS_2021_2022,XGBoost,1,0.4265002906322479,0.4627659574468085,188
Congo_DRC_DHS_2021_2022,XGBoost,2,0.5318793058395386,0.48128342245989303,187
Congo_DRC_DHS_2021_2022,XGBoost,3,0.5858974456787109,0.5775401069518716,187
Congo_DRC_DHS_2021_2022,XGBoost,4,0.6230583190917969,0.6096256684491979,187
Congo_DRC_DHS_2021_2022,XGBoost,5,0.6552003026008606,0.7287234042553191,188
Congo_DRC_DHS_2021_2022,XGBoost,6,0.6845409274101257,0.6577540106951871,187
Congo_DRC_DHS_2021_2022,XGBoost,7,0.7109178900718689,0.6844919786096256,187
Congo_DRC_DHS_2021_2022,XGBoost,8,0.7368692755699158,0.6844919786096256,187
Congo_DRC_DHS_2021_2022,XGBoost,9,0.764657735824585,0.7754010695187166,187
Congo_DRC_DHS_2021_2022,XGBoost,10,0.8066056966781616,0.7925531914893617,188
Congo_DRC_DHS_2021_2022,TabPFN,1,0.4146803617477417,0.42105263157894735,190
Congo_DRC_DHS_2021_2022,TabPFN,2,0.5257179737091064,0.518918918918919,185
Congo_DRC_DHS_2021_2022,TabPFN,3,0.5848464369773865,0.5319148936170213,188
Congo_DRC_DHS_2021_2022,TabPFN,4,0.6260696053504944,0.6021505376344086,186
Congo_DRC_DHS_2021_2022,TabPFN,5,0.6645785570144653,0.6263157894736842,190
Congo_DRC_DHS_2021_2022,TabPFN,6,0.6954098343849182,0.7081081081081081,185
Congo_DRC_DHS_2021_2022,TabPFN,7,0.7234185934066772,0.7180851063829787,188
Congo_DRC_DHS_2021_2022,TabPFN,8,0.7525492906570435,0.7311827956989247,186
Congo_DRC_DHS_2021_2022,TabPFN,9,0.7824383974075317,0.7914438502673797,187
Congo_DRC_DHS_2021_2022,TabPFN,10,0.8298066854476929,0.8085106382978723,188
Guatemala_DHS_2014_2015,LogReg,1,0.1669579225587577,0.14903846153846154,208
Guatemala_DHS_2014_2015,LogReg,2,0.22146673794155222,0.14903846153846154,208
Guatemala_DHS_2014_2015,LogReg,3,0.2540559934337954,0.2318840579710145,207
Guatemala_DHS_2014_2015,LogReg,4,0.2871550539457131,0.18269230769230768,208
Guatemala_DHS_2014_2015,LogReg,5,0.32505402406401507,0.24519230769230768,208
Guatemala_DHS_2014_2015,LogReg,6,0.3625940295596035,0.3719806763285024,207
Guatemala_DHS_2014_2015,LogReg,7,0.3994198536608178,0.3942307692307692,208
Guatemala_DHS_2014_2015,LogReg,8,0.44012677261667926,0.4396135265700483,207
Guatemala_DHS_2014_2015,LogReg,9,0.4919158756942723,0.5480769230769231,208
Guatemala_DHS_2014_2015,LogReg,10,0.5592190085964261,0.6875,208
Guatemala_DHS_2014_2015,LightGBM,1,0.09442992614312604,0.13942307692307693,208
Guatemala_DHS_2014_2015,LightGBM,2,0.14838303626906194,0.15384615384615385,208
Guatemala_DHS_2014_2015,LightGBM,3,0.18623097558592283,0.16908212560386474,207
Guatemala_DHS_2014_2015,LightGBM,4,0.23110066381460903,0.17307692307692307,208
Guatemala_DHS_2014_2015,LightGBM,5,0.27416601575742205,0.27884615384615385,208
Guatemala_DHS_2014_2015,LightGBM,6,0.31943553725379004,0.2608695652173913,207
Guatemala_DHS_2014_2015,LightGBM,7,0.38340070886058364,0.39903846153846156,208
Guatemala_DHS_2014_2015,LightGBM,8,0.47419272417409536,0.463768115942029,207
Guatemala_DHS_2014_2015,LightGBM,9,0.5897442325762117,0.6153846153846154,208
Guatemala_DHS_2014_2015,LightGBM,10,0.7406506930881829,0.7451923076923077,208
Guatemala_DHS_2014_2015,XGBoost,1,0.12677475810050964,0.13942307692307693,208
Guatemala_DHS_2014_2015,XGBoost,2,0.1701589971780777,0.16346153846153846,208
Guatemala_DHS_2014_2015,XGBoost,3,0.20430143177509308,0.1497584541062802,207
Guatemala_DHS_2014_2015,XGBoost,4,0.2408466637134552,0.1875,208
Guatemala_DHS_2014_2015,XGBoost,5,0.2789376378059387,0.2692307692307692,208
Guatemala_DHS_2014_2015,XGBoost,6,0.3186340928077698,0.28502415458937197,207
Guatemala_DHS_2014_2015,XGBoost,7,0.3699570298194885,0.36538461538461536,208
Guatemala_DHS_2014_2015,XGBoost,8,0.4426702857017517,0.5024154589371981,207
Guatemala_DHS_2014_2015,XGBoost,9,0.5490304827690125,0.5913461538461539,208
Guatemala_DHS_2014_2015,XGBoost,10,0.6787910461425781,0.7451923076923077,208
Guatemala_DHS_2014_2015,TabPFN,1,0.09373298287391663,0.14423076923076922,208
Guatemala_DHS_2014_2015,TabPFN,2,0.13608914613723755,0.125,208
Guatemala_DHS_2014_2015,TabPFN,3,0.17132902145385742,0.16908212560386474,207
Guatemala_DHS_2014_2015,TabPFN,4,0.20706786215305328,0.1875,208
Guatemala_DHS_2014_2015,TabPFN,5,0.24889414012432098,0.23557692307692307,208
Guatemala_DHS_2014_2015,TabPFN,6,0.2927740216255188,0.30917874396135264,207
Guatemala_DHS_2014_2015,TabPFN,7,0.36501583456993103,0.35096153846153844,208
Guatemala_DHS_2014_2015,TabPFN,8,0.4697762429714203,0.5072463768115942,207
Guatemala_DHS_2014_2015,TabPFN,9,0.5994241237640381,0.5817307692307693,208
Guatemala_DHS_2014_2015,TabPFN,10,0.7376326322555542,0.7884615384615384,208
Ghana_DHS_2022,LogReg,1,0.31796491473845134,0.2948717948717949,78
Ghana_DHS_2022,LogReg,2,0.41409699780752407,0.44871794871794873,78
Ghana_DHS_2022,LogReg,3,0.4774723152865265,0.3246753246753247,77
Ghana_DHS_2022,LogReg,4,0.5279693325549475,0.5256410256410257,78
Ghana_DHS_2022,LogReg,5,0.5562719314285558,0.48717948717948717,78
Ghana_DHS_2022,LogReg,6,0.5819439607920232,0.5714285714285714,77
Ghana_DHS_2022,LogReg,7,0.605128641755953,0.6153846153846154,78
Ghana_DHS_2022,LogReg,8,0.628149286820417,0.6363636363636364,77
Ghana_DHS_2022,LogReg,9,0.6574861398042209,0.6923076923076923,78
Ghana_DHS_2022,LogReg,10,0.6992797891128887,0.8205128205128205,78
Ghana_DHS_2022,LightGBM,1,0.186213454360477,0.3333333333333333,78
Ghana_DHS_2022,LightGBM,2,0.31027397396882034,0.34615384615384615,78
Ghana_DHS_2022,LightGBM,3,0.39581564219814064,0.4675324675324675,77
Ghana_DHS_2022,LightGBM,4,0.4658841949416849,0.4358974358974359,78
Ghana_DHS_2022,LightGBM,5,0.5272737695819177,0.5128205128205128,78
Ghana_DHS_2022,LightGBM,6,0.5893124757792313,0.5714285714285714,77
Ghana_DHS_2022,LightGBM,7,0.6561840749231506,0.6153846153846154,78
Ghana_DHS_2022,LightGBM,8,0.7146888053227678,0.5974025974025974,77
Ghana_DHS_2022,LightGBM,9,0.7860345632730438,0.7051282051282052,78
Ghana_DHS_2022,LightGBM,10,0.8690922478040043,0.8333333333333334,78
Ghana_DHS_2022,XGBoost,1,0.2602469325065613,0.3717948717948718,78
Ghana_DHS_2022,XGBoost,2,0.3721960484981537,0.358974358974359,78
Ghana_DHS_2022,XGBoost,3,0.43654462695121765,0.4025974025974026,77
Ghana_DHS_2022,XGBoost,4,0.4852006733417511,0.4230769230769231,78
Ghana_DHS_2022,XGBoost,5,0.5268281698226929,0.47435897435897434,78
Ghana_DHS_2022,XGBoost,6,0.562720537185669,0.5714285714285714,77
Ghana_DHS_2022,XGBoost,7,0.6090621948242188,0.5769230769230769,78
Ghana_DHS_2022,XGBoost,8,0.6648237705230713,0.7142857142857143,77
Ghana_DHS_2022,XGBoost,9,0.7226475477218628,0.6410256410256411,78
Ghana_DHS_2022,XGBoost,10,0.8087912797927856,0.8846153846153846,78
Ghana_DHS_2022,TabPFN,1,0.2378961592912674,0.28205128205128205,78
Ghana_DHS_2022,TabPFN,2,0.35320329666137695,0.358974358974359,78
Ghana_DHS_2022,TabPFN,3,0.41705822944641113,0.4025974025974026,77
Ghana_DHS_2022,TabPFN,4,0.4767725169658661,0.46153846153846156,78
Ghana_DHS_2022,TabPFN,5,0.5248649716377258,0.47435897435897434,78
Ghana_DHS_2022,TabPFN,6,0.573886513710022,0.5714285714285714,77
Ghana_DHS_2022,TabPFN,7,0.6233727931976318,0.6282051282051282,78
Ghana_DHS_2022,TabPFN,8,0.6817162036895752,0.6153846153846154,78
Ghana_DHS_2022,TabPFN,9,0.7536314725875854,0.7922077922077922,77
Ghana_DHS_2022,TabPFN,10,0.8466559052467346,0.8333333333333334,78
Gambia_DHS_2019_2020,LogReg,1,0.3159622020706505,0.24242424242424243,66
Gambia_DHS_2019_2020,LogReg,2,0.4029718190985816,0.35384615384615387,65
Gambia_DHS_2019_2020,LogReg,3,0.46227585546479183,0.42424242424242425,66
Gambia_DHS_2019_2020,LogReg,4,0.5100468055165663,0.4307692307692308,65
Gambia_DHS_2019_2020,LogReg,5,0.5444159193350743,0.48484848484848486,66
Gambia_DHS_2019_2020,LogReg,6,0.5680431858689788,0.5538461538461539,65
Gambia_DHS_2019_2020,LogReg,7,0.5923438033226751,0.6153846153846154,65
Gambia_DHS_2019_2020,LogReg,8,0.6161629713744604,0.696969696969697,66
Gambia_DHS_2019_2020,LogReg,9,0.6450463387891024,0.676923076923077,65
Gambia_DHS_2019_2020,LogReg,10,0.689988642005239,0.8636363636363636,66
Gambia_DHS_2019_2020,LightGBM,1,0.12883428892157037,0.2878787878787879,66
Gambia_DHS_2019_2020,LightGBM,2,0.2442916090364622,0.26153846153846155,65
Gambia_DHS_2019_2020,LightGBM,3,0.3359985140205236,0.3939393939393939,66
Gambia_DHS_2019_2020,LightGBM,4,0.4281191824434735,0.5230769230769231,65
Gambia_DHS_2019_2020,LightGBM,5,0.5042180298231828,0.4696969696969697,66
Gambia_DHS_2019_2020,LightGBM,6,0.5982226976518034,0.5230769230769231,65
Gambia_DHS_2019_2020,LightGBM,7,0.6789827228814643,0.6307692307692307,65
Gambia_DHS_2019_2020,LightGBM,8,0.7473881859492788,0.6818181818181818,66
Gambia_DHS_2019_2020,LightGBM,9,0.8047367144094155,0.6923076923076923,65
Gambia_DHS_2019_2020,LightGBM,10,0.8834573568672528,0.8787878787878788,66
Gambia_DHS_2019_2020,XGBoost,1,0.21732071042060852,0.25757575757575757,66
Gambia_DHS_2019_2020,XGBoost,2,0.3115016222000122,0.23076923076923078,65
Gambia_DHS_2019_2020,XGBoost,3,0.39120832085609436,0.3333333333333333,66
Gambia_DHS_2019_2020,XGBoost,4,0.45364058017730713,0.47692307692307695,65
Gambia_DHS_2019_2020,XGBoost,5,0.5182910561561584,0.6363636363636364,66
Gambia_DHS_2019_2020,XGBoost,6,0.5732373595237732,0.6153846153846154,65
Gambia_DHS_2019_2020,XGBoost,7,0.6344870924949646,0.5538461538461539,65
Gambia_DHS_2019_2020,XGBoost,8,0.6946932673454285,0.5909090909090909,66
Gambia_DHS_2019_2020,XGBoost,9,0.7567566633224487,0.7076923076923077,65
Gambia_DHS_2019_2020,XGBoost,10,0.8127328753471375,0.9393939393939394,66
Gambia_DHS_2019_2020,TabPFN,1,0.17852015793323517,0.25757575757575757,66
Gambia_DHS_2019_2020,TabPFN,2,0.29800036549568176,0.23076923076923078,65
Gambia_DHS_2019_2020,TabPFN,3,0.37788042426109314,0.3787878787878788,66
Gambia_DHS_2019_2020,TabPFN,4,0.4488687217235565,0.45454545454545453,66
Gambia_DHS_2019_2020,TabPFN,5,0.508419930934906,0.6,65
Gambia_DHS_2019_2020,TabPFN,6,0.5779702067375183,0.46153846153846156,65
Gambia_DHS_2019_2020,TabPFN,7,0.6464837789535522,0.6615384615384615,65
Gambia_DHS_2019_2020,TabPFN,8,0.7203192114830017,0.696969696969697,66
Gambia_DHS_2019_2020,TabPFN,9,0.7778965830802917,0.6461538461538462,65
Gambia_DHS_2019_2020,TabPFN,10,0.8399839401245117,0.9545454545454546,66
Cameroon_DHS_2018,LogReg,1,0.4102441487139855,0.3875,80
Cameroon_DHS_2018,LogReg,2,0.48317199252526793,0.5125,80
Cameroon_DHS_2018,LogReg,3,0.5162150510942,0.3875,80
Cameroon_DHS_2018,LogReg,4,0.5444830831282615,0.5316455696202531,79
Cameroon_DHS_2018,LogReg,5,0.56690780764936,0.5625,80
Cameroon_DHS_2018,LogReg,6,0.5908902964353813,0.6625,80
Cameroon_DHS_2018,LogReg,7,0.6129056269816304,0.6962025316455697,79
Cameroon_DHS_2018,LogReg,8,0.6372136852541697,0.6375,80
Cameroon_DHS_2018,LogReg,9,0.6640950432254543,0.6625,80
Cameroon_DHS_2018,LogReg,10,0.703692067312497,0.7125,80
Cameroon_DHS_2018,LightGBM,1,0.23536921564880933,0.4125,80
Cameroon_DHS_2018,LightGBM,2,0.36858198164414047,0.5125,80
Cameroon_DHS_2018,LightGBM,3,0.4502901499955961,0.5,80
Cameroon_DHS_2018,LightGBM,4,0.5131198110691337,0.4936708860759494,79
Cameroon_DHS_2018,LightGBM,5,0.5714894502100828,0.5375,80
Cameroon_DHS_2018,LightGBM,6,0.6332978533795884,0.5375,80
Cameroon_DHS_2018,LightGBM,7,0.6865135647727489,0.5949367088607594,79
Cameroon_DHS_2018,LightGBM,8,0.7371398297423827,0.75,80
Cameroon_DHS_2018,LightGBM,9,0.7986831267917431,0.7625,80
Cameroon_DHS_2018,LightGBM,10,0.8717839177738329,0.65,80
Cameroon_DHS_2018,XGBoost,1,0.3209250867366791,0.4875,80
Cameroon_DHS_2018,XGBoost,2,0.41912737488746643,0.375,80
Cameroon_DHS_2018,XGBoost,3,0.4804040789604187,0.4375,80
Cameroon_DHS_2018,XGBoost,4,0.5333261489868164,0.6075949367088608,79
Cameroon_DHS_2018,XGBoost,5,0.581330418586731,0.55,80
Cameroon_DHS_2018,XGBoost,6,0.6236299276351929,0.5875,80
Cameroon_DHS_2018,XGBoost,7,0.6630430817604065,0.6455696202531646,79
Cameroon_DHS_2018,XGBoost,8,0.6983526945114136,0.6875,80
Cameroon_DHS_2018,XGBoost,9,0.745495617389679,0.7,80
Cameroon_DHS_2018,XGBoost,10,0.815189003944397,0.675,80
Cameroon_DHS_2018,TabPFN,1,0.31923332810401917,0.35802469135802467,81
Cameroon_DHS_2018,TabPFN,2,0.4199810326099396,0.5063291139240507,79
Cameroon_DHS_2018,TabPFN,3,0.47330865263938904,0.45,80
Cameroon_DHS_2018,TabPFN,4,0.530807614326477,0.45569620253164556,79
Cameroon_DHS_2018,TabPFN,5,0.5738258361816406,0.525,80
Cameroon_DHS_2018,TabPFN,6,0.6146326065063477,0.675,80
Cameroon_DHS_2018,TabPFN,7,0.6565772891044617,0.6708860759493671,79
Cameroon_DHS_2018,TabPFN,8,0.7042824029922485,0.7,80
Cameroon_DHS_2018,TabPFN,9,0.7501786351203918,0.725,80
Cameroon_DHS_2018,TabPFN,10,0.8050187230110168,0.6875,80
Mali_DHS_2023_2024,LogReg,1,0.5608828313549664,0.4409448818897638,127
Mali_DHS_2023_2024,LogReg,2,0.6381364991637366,0.6299212598425197,127
Mali_DHS_2023_2024,LogReg,3,0.6728697164421276,0.6377952755905512,127
Mali_DHS_2023_2024,LogReg,4,0.6999098138802468,0.6771653543307087,127
Mali_DHS_2023_2024,LogReg,5,0.720342553799309,0.7795275590551181,127
Mali_DHS_2023_2024,LogReg,6,0.7382550035601156,0.8174603174603174,126
Mali_DHS_2023_2024,LogReg,7,0.7588655166554814,0.8031496062992126,127
Mali_DHS_2023_2024,LogReg,8,0.7774302719452401,0.8267716535433071,127
Mali_DHS_2023_2024,LogReg,9,0.800931252835733,0.8031496062992126,127
Mali_DHS_2023_2024,LogReg,10,0.8333901887632368,0.8503937007874016,127
Mali_DHS_2023_2024,LightGBM,1,0.396209049248965,0.3779527559055118,127
Mali_DHS_2023_2024,LightGBM,2,0.563704185413123,0.6692913385826772,127
Mali_DHS_2023_2024,LightGBM,3,0.6451649269609517,0.7165354330708661,127
Mali_DHS_2023_2024,LightGBM,4,0.7006876389487716,0.6771653543307087,127
Mali_DHS_2023_2024,LightGBM,5,0.7520297654628917,0.6771653543307087,127
Mali_DHS_2023_2024,LightGBM,6,0.7883405490676386,0.746031746031746,126
Mali_DHS_2023_2024,LightGBM,7,0.8248521861319372,0.8661417322834646,127
Mali_DHS_2023_2024,LightGBM,8,0.8582299890718101,0.8661417322834646,127
Mali_DHS_2023_2024,LightGBM,9,0.8943356055163056,0.7716535433070866,127
Mali_DHS_2023_2024,LightGBM,10,0.937007517596312,0.8976377952755905,127
Mali_DHS_2023_2024,XGBoost,1,0.47306063771247864,0.4094488188976378,127
Mali_DHS_2023_2024,XGBoost,2,0.5912650227546692,0.6141732283464567,127
Mali_DHS_2023_2024,XGBoost,3,0.6552512049674988,0.6850393700787402,127
Mali_DHS_2023_2024,XGBoost,4,0.7075536847114563,0.6692913385826772,127
Mali_DHS_2023_2024,XGBoost,5,0.7466790080070496,0.7795275590551181,127
Mali_DHS_2023_2024,XGBoost,6,0.7765907049179077,0.7777777777777778,126
Mali_DHS_2023_2024,XGBoost,7,0.8034669756889343,0.7716535433070866,127
Mali_DHS_2023_2024,XGBoost,8,0.8311304450035095,0.7952755905511811,127
Mali_DHS_2023_2024,XGBoost,9,0.8586639165878296,0.8818897637795275,127
Mali_DHS_2023_2024,XGBoost,10,0.8862082362174988,0.8818897637795275,127
Mali_DHS_2023_2024,TabPFN,1,0.46608245372772217,0.40625,128
Mali_DHS_2023_2024,TabPFN,2,0.5789310932159424,0.5476190476190477,126
Mali_DHS_2023_2024,TabPFN,3,0.6379847526550293,0.6929133858267716,127
Mali_DHS_2023_2024,TabPFN,4,0.7023169994354248,0.7007874015748031,127
Mali_DHS_2023_2024,TabPFN,5,0.7530022859573364,0.7559055118110236,127
Mali_DHS_2023_2024,TabPFN,6,0.7915551066398621,0.8333333333333334,126
Mali_DHS_2023_2024,TabPFN,7,0.8244439959526062,0.7795275590551181,127
Mali_DHS_2023_2024,TabPFN,8,0.8543416261672974,0.8031496062992126,127
Mali_DHS_2023_2024,TabPFN,9,0.8806151151657104,0.84251968503937,127
Mali_DHS_2023_2024,TabPFN,10,0.905725359916687,0.905511811023622,127
