country,shot,n_shot,n_test,model,accuracy,f1,sensitivity,specificity,auc
Mali_DHS_2023_2024,0.01,63,6278,LogReg,0.7261866836572157,0.8413767647873027,1.0,0.0,0.549752766424467
Mali_DHS_2023_2024,0.01,63,6278,LightGBM,0.7043644472762026,0.8122597612785758,0.8806755867514806,0.2367655613728912,0.6207142447907794
Mali_DHS_2023_2024,0.01,63,6278,XGBoost,0.7177445046193055,0.8280946837407839,0.9361702127659575,0.13845258871436883,0.6253460383229587
Mali_DHS_2023_2024,0.01,63,6278,TabPFN,0.7091430391844536,0.8165561583283102,0.8914235577977627,0.2257126236183828,0.6237225053053361
Mali_DHS_2023_2024,0.02,126,6215,LogReg,0.7261464199517297,0.8413497390007457,1.0,0.0,0.555129156844973
Mali_DHS_2023_2024,0.02,126,6215,LightGBM,0.6817377312952534,0.7945148555994183,0.8473299357411921,0.24265569917743832,0.6009739327280921
Mali_DHS_2023_2024,0.02,126,6215,XGBoost,0.7066773934030571,0.8214320697423841,0.9290937292266784,0.11692126909518213,0.6145327520991063
Mali_DHS_2023_2024,0.02,126,6215,TabPFN,0.722767497988737,0.833026456051943,0.9523598493241746,0.11398354876615746,0.6408630713778162
Mali_DHS_2023_2024,0.05,317,6024,LogReg,0.726261620185923,0.8414270602942591,1.0,0.0,0.572973958243091
Mali_DHS_2023_2024,0.05,317,6024,LightGBM,0.6947211155378487,0.8054997355896352,0.8704,0.22862340812613705,0.6147535995841635
Mali_DHS_2023_2024,0.05,317,6024,XGBoost,0.7159694555112882,0.8279537456008044,0.9410285714285714,0.11885991510006064,0.6225185826908083
Mali_DHS_2023_2024,0.05,317,6024,TabPFN,0.7176294820717132,0.8250180022631417,0.9165714285714286,0.18981200727713765,0.6408543359611886
Mali_DHS_2023_2024,0.1,634,5707,LogReg,0.7263010338181181,0.8414535119772635,1.0,0.0,0.5918310168059568
Mali_DHS_2023_2024,0.1,634,5707,LightGBM,0.7147362887681794,0.8211382113821138,0.9015681544028951,0.21895006402048656,0.6230705430080208
Mali_DHS_2023_2024,0.1,634,5707,XGBoost,0.7257753635885754,0.8352458153489841,0.9570566948130278,0.11203585147247119,0.6324305852661755
Mali_DHS_2023_2024,0.1,634,5707,TabPFN,0.7317329595233923,0.8397362085208835,0.9676718938480097,0.1056338028169014,0.6592288350124875
Mali_DHS_2023_2024,0.2,1268,5073,LogReg,0.726788882318155,0.841636197440585,0.999728555917481,0.0028797696184305254,0.6281507251406858
Mali_DHS_2023_2024,0.2,1268,5073,LightGBM,0.7159471712990341,0.8222523744911805,0.9047231270358306,0.21526277897768178,0.6401927585206865
Mali_DHS_2023_2024,0.2,1268,5073,XGBoost,0.7277744924108023,0.8363550183671051,0.9579261672095548,0.11735061195104392,0.6499538017414632
Mali_DHS_2023_2024,0.2,1268,5073,TabPFN,0.7340823970037453,0.8428288477222416,0.9818132464712269,0.07703383729301656,0.6769680575391103
Mali_DHS_2023_2024,0.35,2219,4122,LogReg,0.7295002426006792,0.8429356247358782,0.9993319973279893,0.013297872340425532,0.6464207966760945
Mali_DHS_2023_2024,0.35,2219,4122,LightGBM,0.7212518195050946,0.8273478587528175,0.9195056780227121,0.1950354609929078,0.6422253490432401
Mali_DHS_2023_2024,0.35,2219,4122,XGBoost,0.7297428432799612,0.8383164005805516,0.9645958583834335,0.10638297872340426,0.6562104705865632
Mali_DHS_2023_2024,0.35,2219,4122,TabPFN,0.7355652595827268,0.8412467229828139,0.9645958583834335,0.1276595744680851,0.6808127188182511
Mali_DHS_2023_2024,0.5,3170,3171,LogReg,0.7306843267108167,0.84313005143277,0.996526270082501,0.02534562211981567,0.6502943465845992
Mali_DHS_2023_2024,0.5,3170,3171,LightGBM,0.7269000315357931,0.8306609307782558,0.9222752930959618,0.20852534562211983,0.6527350620609064
Mali_DHS_2023_2024,0.5,3170,3171,XGBoost,0.7350993377483444,0.8412098298676749,0.9661311333043856,0.12211981566820276,0.6557730749913456
Mali_DHS_2023_2024,0.5,3170,3171,TabPFN,0.7363607694733523,0.8412457273072541,0.9617889709075119,0.1382488479262673,0.6790726781937406
Mali_DHS_2023_2024,0.7,4438,1903,LogReg,0.7314766158696795,0.8433956481765247,0.9956584659913169,0.030710172744721688,0.6586770959776229
Mali_DHS_2023_2024,0.7,4438,1903,LightGBM,0.7362059905412507,0.8378552971576227,0.9384949348769899,0.19961612284069097,0.6559577346247754
Mali_DHS_2023_2024,0.7,4438,1903,XGBoost,0.7425118234366789,0.8455233291298865,0.9703328509406657,0.1381957773512476,0.6645949707092283
Mali_DHS_2023_2024,0.7,4438,1903,TabPFN,0.7451392538097741,0.8471478096438702,0.9725036179450073,0.1420345489443378,0.6813458477657628
Mali_DHS_2023_2024,0.9,5706,635,LogReg,0.7291338582677165,0.8422018348623853,0.9956616052060737,0.022988505747126436,0.6799311840825792
Mali_DHS_2023_2024,0.9,5706,635,LightGBM,0.7590551181102362,0.8518877057115198,0.9544468546637744,0.2413793103448276,0.6973470965168176
Mali_DHS_2023_2024,0.9,5706,635,XGBoost,0.752755905511811,0.8520263901979265,0.9804772234273319,0.14942528735632185,0.7018101578278106
Mali_DHS_2023_2024,0.9,5706,635,TabPFN,0.752755905511811,0.8520263901979265,0.9804772234273319,0.14942528735632185,0.7145136759169223
