model,country,feature,importance
TabPFN,Haiti_DHS_2016-2017,v012,-0.0016372688275738013
TabPFN,Haiti_DHS_2016-2017,v212,-0.0001441919019311122
TabPFN,Haiti_DHS_2016-2017,hw72,-0.0016499509366153075
TabPFN,Haiti_DHS_2016-2017,v190,-0.0009537117193224142
TabPFN,Haiti_DHS_2016-2017,v040,0.004295238750192864
TabPFN,Haiti_DHS_2016-2017,h22,-0.0006513823362304328
TabPFN,Haiti_DHS_2016-2017,h11,-0.0015800212289556858
TabPFN,Haiti_DHS_2016-2017,h43,-0.00014376649498100137
TabPFN,Haiti_DHS_2016-2017,h34,-0.0009519854937264371
TabPFN,Haiti_DHS_2016-2017,v191,-0.0014388098823006513
TabPFN,Haiti_DHS_2016-2017,v113,-0.000770210044214914
TabPFN,Haiti_DHS_2016-2017,v116,-0.0024790266061791577
TabPFN,Haiti_DHS_2016-2017,v106,0.0007465797674477192
TabPFN,Haiti_DHS_2016-2017,v025,-0.0009805268217915053
TabPFN,Haiti_DHS_2016-2017,v201,0.0009364463058818106
TabPFN,Haiti_DHS_2016-2017,m13,0.0009278309331405499
TabPFN,Haiti_DHS_2016-2017,v463z,-0.00022507797620212598
TabPFN,Haiti_DHS_2016-2017,v151,-0.0007632054125161991
LogReg,Jordan_DHS_2023,hw1,0.2462651691229503
LogReg,Jordan_DHS_2023,b4,0.030023625327986032
LogReg,Jordan_DHS_2023,h31,0.024922205369518544
LogReg,Jordan_DHS_2023,hw70,0.1167686000217877
LogReg,Jordan_DHS_2023,v012,0.07250366243441284
LogReg,Jordan_DHS_2023,v212,0.03136314733410727
LogReg,Jordan_DHS_2023,hw72,0.0016980715048957049
LogReg,Jordan_DHS_2023,v190,0.04242604642232766
LogReg,Jordan_DHS_2023,v040,0.14773410058631198
LogReg,Jordan_DHS_2023,h22,0.001266142459854539
LogReg,Jordan_DHS_2023,h11,0.0010727324211542617
LogReg,Jordan_DHS_2023,h43,0.0
LogReg,Jordan_DHS_2023,h34,0.0
LogReg,Jordan_DHS_2023,v191,0.07655785195289083
LogReg,Jordan_DHS_2023,v113,0.03142265244076741
LogReg,Jordan_DHS_2023,v116,0.061307907752298225
LogReg,Jordan_DHS_2023,v106,0.006870395408068785
LogReg,Jordan_DHS_2023,v025,0.009471321517762822
LogReg,Jordan_DHS_2023,v201,0.0025819715079093337
LogReg,Jordan_DHS_2023,m13,0.0015415207338132515
LogReg,Jordan_DHS_2023,v463z,0.010338509398253051
LogReg,Jordan_DHS_2023,v151,0.01232174359211264
LightGBM,Jordan_DHS_2023,hw1,0.6658799118561946
LightGBM,Jordan_DHS_2023,b4,0.07507500627049186
LightGBM,Jordan_DHS_2023,h31,0.07009057869805738
LightGBM,Jordan_DHS_2023,hw70,0.3505587167170059
LightGBM,Jordan_DHS_2023,v012,0.24521983945186715
LightGBM,Jordan_DHS_2023,v212,0.24888341972401573
LightGBM,Jordan_DHS_2023,hw72,0.25689697450733934
LightGBM,Jordan_DHS_2023,v190,0.01725154465212091
LightGBM,Jordan_DHS_2023,v040,0.41217698939969094
LightGBM,Jordan_DHS_2023,h22,0.03776020245505451
LightGBM,Jordan_DHS_2023,h11,0.05087402327668703
LightGBM,Jordan_DHS_2023,h43,0.0
LightGBM,Jordan_DHS_2023,h34,0.0
LightGBM,Jordan_DHS_2023,v191,0.30739446370206697
LightGBM,Jordan_DHS_2023,v113,0.11493207054999648
LightGBM,Jordan_DHS_2023,v116,0.21112607330807848
LightGBM,Jordan_DHS_2023,v106,0.09035478821157714
LightGBM,Jordan_DHS_2023,v025,0.04583265876178588
LightGBM,Jordan_DHS_2023,v201,0.14446945521378865
LightGBM,Jordan_DHS_2023,m13,0.06905353055376649
LightGBM,Jordan_DHS_2023,v463z,0.07402164094875856
LightGBM,Jordan_DHS_2023,v151,0.03424955941990947
XGBoost,Jordan_DHS_2023,hw1,0.4043431878089905
XGBoost,Jordan_DHS_2023,b4,0.04524298012256622
XGBoost,Jordan_DHS_2023,h31,0.04398816078901291
XGBoost,Jordan_DHS_2023,hw70,0.23245851695537567
XGBoost,Jordan_DHS_2023,v012,0.11818522959947586
XGBoost,Jordan_DHS_2023,v212,0.13295161724090576
XGBoost,Jordan_DHS_2023,hw72,0.13574855029582977
XGBoost,Jordan_DHS_2023,v190,0.0066982051357626915
XGBoost,Jordan_DHS_2023,v040,0.2514882981777191
XGBoost,Jordan_DHS_2023,h22,0.013332009315490723
XGBoost,Jordan_DHS_2023,h11,0.028751375153660774
XGBoost,Jordan_DHS_2023,h43,0.0
XGBoost,Jordan_DHS_2023,h34,0.0
XGBoost,Jordan_DHS_2023,v191,0.2022947520017624
XGBoost,Jordan_DHS_2023,v113,0.048620689660310745
XGBoost,Jordan_DHS_2023,v116,0.14420320093631744
XGBoost,Jordan_DHS_2023,v106,0.047988083213567734
XGBoost,Jordan_DHS_2023,v025,0.0222796443849802
XGBoost,Jordan_DHS_2023,v201,0.08461757749319077
XGBoost,Jordan_DHS_2023,m13,0.028524931520223618
XGBoost,Jordan_DHS_2023,v463z,0.02580299973487854
XGBoost,Jordan_DHS_2023,v151,0.029127907007932663
TabPFN,Jordan_DHS_2023,hw1,0.08609114303990402
TabPFN,Jordan_DHS_2023,b4,0.005161943319838047
TabPFN,Jordan_DHS_2023,h31,0.004183599747458022
TabPFN,Jordan_DHS_2023,hw70,-0.010945113280879725
TabPFN,Jordan_DHS_2023,v012,0.018954124107790106
TabPFN,Jordan_DHS_2023,v212,0.0032129710943105683
TabPFN,Jordan_DHS_2023,hw72,0.01047720002333794
TabPFN,Jordan_DHS_2023,v190,0.0026407778543221516
TabPFN,Jordan_DHS_2023,v040,0.06354337864277662
TabPFN,Jordan_DHS_2023,h22,-0.0016898940777850702
TabPFN,Jordan_DHS_2023,h11,-0.004622256103691292
TabPFN,Jordan_DHS_2023,h43,0.0
TabPFN,Jordan_DHS_2023,h34,0.0
TabPFN,Jordan_DHS_2023,v191,0.02938404666763513
TabPFN,Jordan_DHS_2023,v113,0.00983448446178684
TabPFN,Jordan_DHS_2023,v116,-0.013532803256202642
TabPFN,Jordan_DHS_2023,v106,-0.007866682595972719
TabPFN,Jordan_DHS_2023,v025,-0.0038343262755040296
TabPFN,Jordan_DHS_2023,v201,-0.009044394690814339
TabPFN,Jordan_DHS_2023,m13,-0.010557095599538591
TabPFN,Jordan_DHS_2023,v463z,0.0006577486967849433
TabPFN,Jordan_DHS_2023,v151,0.004154973000460971
LogReg,Armenia_DHS_2015-2016,hw1,0.5897544378089359
LogReg,Armenia_DHS_2015-2016,b4,0.09962685905588374
LogReg,Armenia_DHS_2015-2016,h31,0.0017214071840428399
LogReg,Armenia_DHS_2015-2016,hw70,0.034988214797859137
LogReg,Armenia_DHS_2015-2016,v012,0.006281431179480075
LogReg,Armenia_DHS_2015-2016,v212,0.10116682143038057
LogReg,Armenia_DHS_2015-2016,hw72,0.029984499152551945
LogReg,Armenia_DHS_2015-2016,v190,0.06920347670876867
LogReg,Armenia_DHS_2015-2016,v040,0.5546161283659193
LogReg,Armenia_DHS_2015-2016,h22,0.05891470063980636
LogReg,Armenia_DHS_2015-2016,h11,0.008575079411132681
LogReg,Armenia_DHS_2015-2016,h43,0.0
LogReg,Armenia_DHS_2015-2016,h34,0.0
LogReg,Armenia_DHS_2015-2016,v191,0.016230008447308916
LogReg,Armenia_DHS_2015-2016,v113,0.10298281920116455
LogReg,Armenia_DHS_2015-2016,v116,0.020889171143153362
LogReg,Armenia_DHS_2015-2016,v106,0.18229537164769424
LogReg,Armenia_DHS_2015-2016,v025,0.007279936600306796
LogReg,Armenia_DHS_2015-2016,v201,0.04182293202933163
LogReg,Armenia_DHS_2015-2016,m13,0.19899784662503484
LogReg,Armenia_DHS_2015-2016,v463z,0.0
LogReg,Armenia_DHS_2015-2016,v151,0.04102133753095591
LightGBM,Armenia_DHS_2015-2016,hw1,1.0894511859754703
LightGBM,Armenia_DHS_2015-2016,b4,0.08897245995269583
LightGBM,Armenia_DHS_2015-2016,h31,0.023743122191004
LightGBM,Armenia_DHS_2015-2016,hw70,0.3588217041955869
LightGBM,Armenia_DHS_2015-2016,v012,0.2647826879275803
LightGBM,Armenia_DHS_2015-2016,v212,0.2947702670362467
LightGBM,Armenia_DHS_2015-2016,hw72,0.44782963828114253
LightGBM,Armenia_DHS_2015-2016,v190,0.04279927073711505
LightGBM,Armenia_DHS_2015-2016,v040,1.1937805147445746
LightGBM,Armenia_DHS_2015-2016,h22,0.09041479765911449
LightGBM,Armenia_DHS_2015-2016,h11,0.024537206648640664
LightGBM,Armenia_DHS_2015-2016,h43,0.0
LightGBM,Armenia_DHS_2015-2016,h34,0.0
LightGBM,Armenia_DHS_2015-2016,v191,0.3279463502907908
LightGBM,Armenia_DHS_2015-2016,v113,0.24323148913485343
LightGBM,Armenia_DHS_2015-2016,v116,0.07709725928808275
LightGBM,Armenia_DHS_2015-2016,v106,0.17963999104278042
LightGBM,Armenia_DHS_2015-2016,v025,0.046877469435569905
LightGBM,Armenia_DHS_2015-2016,v201,0.11400016439631556
LightGBM,Armenia_DHS_2015-2016,m13,0.16268757931692662
LightGBM,Armenia_DHS_2015-2016,v463z,0.0
LightGBM,Armenia_DHS_2015-2016,v151,0.05576868174879561
XGBoost,Armenia_DHS_2015-2016,hw1,0.8344703912734985
XGBoost,Armenia_DHS_2015-2016,b4,0.0857825055718422
XGBoost,Armenia_DHS_2015-2016,h31,0.041469261050224304
XGBoost,Armenia_DHS_2015-2016,hw70,0.31932052969932556
XGBoost,Armenia_DHS_2015-2016,v012,0.1893855482339859
XGBoost,Armenia_DHS_2015-2016,v212,0.3218715488910675
XGBoost,Armenia_DHS_2015-2016,hw72,0.41578006744384766
XGBoost,Armenia_DHS_2015-2016,v190,0.021585172042250633
XGBoost,Armenia_DHS_2015-2016,v040,0.933792769908905
XGBoost,Armenia_DHS_2015-2016,h22,0.043243251740932465
XGBoost,Armenia_DHS_2015-2016,h11,0.034940414130687714
XGBoost,Armenia_DHS_2015-2016,h43,0.0
XGBoost,Armenia_DHS_2015-2016,h34,0.0
XGBoost,Armenia_DHS_2015-2016,v191,0.32674121856689453
XGBoost,Armenia_DHS_2015-2016,v113,0.20326340198516846
XGBoost,Armenia_DHS_2015-2016,v116,0.06998740881681442
XGBoost,Armenia_DHS_2015-2016,v106,0.18011127412319183
XGBoost,Armenia_DHS_2015-2016,v025,0.02558036334812641
XGBoost,Armenia_DHS_2015-2016,v201,0.10372762382030487
XGBoost,Armenia_DHS_2015-2016,m13,0.11024022102355957
XGBoost,Armenia_DHS_2015-2016,v463z,0.0
XGBoost,Armenia_DHS_2015-2016,v151,0.04425802081823349
TabPFN,Armenia_DHS_2015-2016,hw1,0.0
TabPFN,Armenia_DHS_2015-2016,b4,0.0
TabPFN,Armenia_DHS_2015-2016,h31,-0.008888888888888889
TabPFN,Armenia_DHS_2015-2016,hw70,-0.008888888888888889
TabPFN,Armenia_DHS_2015-2016,v012,-0.008888888888888889
TabPFN,Armenia_DHS_2015-2016,v212,0.0
TabPFN,Armenia_DHS_2015-2016,hw72,-0.017584541062801932
TabPFN,Armenia_DHS_2015-2016,v190,0.0
TabPFN,Armenia_DHS_2015-2016,v040,-0.042028985507246375
TabPFN,Armenia_DHS_2015-2016,h22,0.0
TabPFN,Armenia_DHS_2015-2016,h11,-0.044444444444444446
TabPFN,Armenia_DHS_2015-2016,h43,0.0
TabPFN,Armenia_DHS_2015-2016,h34,0.0
TabPFN,Armenia_DHS_2015-2016,v191,0.0
TabPFN,Armenia_DHS_2015-2016,v113,-0.017584541062801932
TabPFN,Armenia_DHS_2015-2016,v116,0.0
TabPFN,Armenia_DHS_2015-2016,v106,-0.035169082125603865
TabPFN,Armenia_DHS_2015-2016,v025,0.0
TabPFN,Armenia_DHS_2015-2016,v201,0.0
TabPFN,Armenia_DHS_2015-2016,m13,0.0
TabPFN,Armenia_DHS_2015-2016,v463z,0.0
TabPFN,Armenia_DHS_2015-2016,v151,0.0
LogReg,Kyrgyz_Republic_DHS_2012,hw1,0.40114292165989823
LogReg,Kyrgyz_Republic_DHS_2012,b4,0.032868342183473793
LogReg,Kyrgyz_Republic_DHS_2012,h31,0.0028864060590088015
LogReg,Kyrgyz_Republic_DHS_2012,hw70,0.05714427643070384
LogReg,Kyrgyz_Republic_DHS_2012,v012,0.0843160133222151
LogReg,Kyrgyz_Republic_DHS_2012,v212,0.025345014368061258
LogReg,Kyrgyz_Republic_DHS_2012,hw72,0.0411124650387199
LogReg,Kyrgyz_Republic_DHS_2012,v190,0.04149750869225965
LogReg,Kyrgyz_Republic_DHS_2012,v040,0.13472890123267348
LogReg,Kyrgyz_Republic_DHS_2012,h22,0.002247728012038963
LogReg,Kyrgyz_Republic_DHS_2012,h11,0.008577641304030607
LogReg,Kyrgyz_Republic_DHS_2012,h43,0.0012124903759657868
LogReg,Kyrgyz_Republic_DHS_2012,h34,0.023239399401713507
LogReg,Kyrgyz_Republic_DHS_2012,v191,0.008564626527275642
LogReg,Kyrgyz_Republic_DHS_2012,v113,0.05988699172735736
LogReg,Kyrgyz_Republic_DHS_2012,v116,0.048534329436325054
LogReg,Kyrgyz_Republic_DHS_2012,v106,0.030216289417885196
LogReg,Kyrgyz_Republic_DHS_2012,v025,0.014987928875294725
LogReg,Kyrgyz_Republic_DHS_2012,v201,0.003217935037691092
LogReg,Kyrgyz_Republic_DHS_2012,m13,0.011007775341506168
LogReg,Kyrgyz_Republic_DHS_2012,v463z,0.0004045816551732003
LogReg,Kyrgyz_Republic_DHS_2012,v151,0.002293407184596323
LightGBM,Kyrgyz_Republic_DHS_2012,hw1,0.623219104375466
LightGBM,Kyrgyz_Republic_DHS_2012,b4,0.05575303388215284
LightGBM,Kyrgyz_Republic_DHS_2012,h31,0.01126420385515826
LightGBM,Kyrgyz_Republic_DHS_2012,hw70,0.14269190448992594
LightGBM,Kyrgyz_Republic_DHS_2012,v012,0.15219096983595953
LightGBM,Kyrgyz_Republic_DHS_2012,v212,0.09808898893878369
LightGBM,Kyrgyz_Republic_DHS_2012,hw72,0.16241081762456325
LightGBM,Kyrgyz_Republic_DHS_2012,v190,0.023688182336632956
LightGBM,Kyrgyz_Republic_DHS_2012,v040,0.2773183368507095
LightGBM,Kyrgyz_Republic_DHS_2012,h22,0.004433517881423962
LightGBM,Kyrgyz_Republic_DHS_2012,h11,0.03482804709866103
LightGBM,Kyrgyz_Republic_DHS_2012,h43,0.017706871549841505
LightGBM,Kyrgyz_Republic_DHS_2012,h34,0.039978545050262854
LightGBM,Kyrgyz_Republic_DHS_2012,v191,0.11381823574533971
LightGBM,Kyrgyz_Republic_DHS_2012,v113,0.10225654528664078
LightGBM,Kyrgyz_Republic_DHS_2012,v116,0.0952192362556988
LightGBM,Kyrgyz_Republic_DHS_2012,v106,0.04385500287021773
LightGBM,Kyrgyz_Republic_DHS_2012,v025,0.019845370625917652
LightGBM,Kyrgyz_Republic_DHS_2012,v201,0.046060684388891764
LightGBM,Kyrgyz_Republic_DHS_2012,m13,0.08400801810009366
LightGBM,Kyrgyz_Republic_DHS_2012,v463z,0.0
LightGBM,Kyrgyz_Republic_DHS_2012,v151,0.01564072102652246
XGBoost,Kyrgyz_Republic_DHS_2012,hw1,0.5498758554458618
XGBoost,Kyrgyz_Republic_DHS_2012,b4,0.039496082812547684
XGBoost,Kyrgyz_Republic_DHS_2012,h31,0.008539739064872265
XGBoost,Kyrgyz_Republic_DHS_2012,hw70,0.11124689131975174
XGBoost,Kyrgyz_Republic_DHS_2012,v012,0.12125083804130554
XGBoost,Kyrgyz_Republic_DHS_2012,v212,0.06119617074728012
XGBoost,Kyrgyz_Republic_DHS_2012,hw72,0.14244665205478668
XGBoost,Kyrgyz_Republic_DHS_2012,v190,0.003753173165023327
XGBoost,Kyrgyz_Republic_DHS_2012,v040,0.25260424613952637
XGBoost,Kyrgyz_Republic_DHS_2012,h22,0.0027190789114683867
XGBoost,Kyrgyz_Republic_DHS_2012,h11,0.034729745239019394
XGBoost,Kyrgyz_Republic_DHS_2012,h43,0.02036215364933014
XGBoost,Kyrgyz_Republic_DHS_2012,h34,0.03444070369005203
XGBoost,Kyrgyz_Republic_DHS_2012,v191,0.09221051633358002
XGBoost,Kyrgyz_Republic_DHS_2012,v113,0.09328989684581757
XGBoost,Kyrgyz_Republic_DHS_2012,v116,0.07168009877204895
XGBoost,Kyrgyz_Republic_DHS_2012,v106,0.0359698049724102
XGBoost,Kyrgyz_Republic_DHS_2012,v025,0.002291801618412137
XGBoost,Kyrgyz_Republic_DHS_2012,v201,0.019375860691070557
XGBoost,Kyrgyz_Republic_DHS_2012,m13,0.06841187179088593
XGBoost,Kyrgyz_Republic_DHS_2012,v463z,0.0
XGBoost,Kyrgyz_Republic_DHS_2012,v151,0.009320181794464588
TabPFN,Kyrgyz_Republic_DHS_2012,hw1,0.05263177457658733
TabPFN,Kyrgyz_Republic_DHS_2012,b4,0.0011300982639316892
TabPFN,Kyrgyz_Republic_DHS_2012,h31,-0.00046945610007942395
TabPFN,Kyrgyz_Republic_DHS_2012,hw70,0.012703775448177157
TabPFN,Kyrgyz_Republic_DHS_2012,v012,-0.004824234599415611
TabPFN,Kyrgyz_Republic_DHS_2012,v212,0.004005911728807043
TabPFN,Kyrgyz_Republic_DHS_2012,hw72,0.004015703462730081
TabPFN,Kyrgyz_Republic_DHS_2012,v190,0.010177229868866156
TabPFN,Kyrgyz_Republic_DHS_2012,v040,0.015512458314936629
TabPFN,Kyrgyz_Republic_DHS_2012,h22,0.0013225253493710288
TabPFN,Kyrgyz_Republic_DHS_2012,h11,-0.0020868318123825613
TabPFN,Kyrgyz_Republic_DHS_2012,h43,-0.0016655541629766236
TabPFN,Kyrgyz_Republic_DHS_2012,h34,0.00030284230836936655
TabPFN,Kyrgyz_Republic_DHS_2012,v191,0.005226672362546525
TabPFN,Kyrgyz_Republic_DHS_2012,v113,0.00898492468582367
TabPFN,Kyrgyz_Republic_DHS_2012,v116,-0.020874861594630967
TabPFN,Kyrgyz_Republic_DHS_2012,v106,0.002993570890331987
TabPFN,Kyrgyz_Republic_DHS_2012,v025,-0.0011412274366324083
TabPFN,Kyrgyz_Republic_DHS_2012,v201,0.0020537511316618628
TabPFN,Kyrgyz_Republic_DHS_2012,m13,0.0057652772582574615
TabPFN,Kyrgyz_Republic_DHS_2012,v463z,0.0
TabPFN,Kyrgyz_Republic_DHS_2012,v151,0.000997123681687473
LogReg,Liberia_DHS_2019_2020,hw1,0.21968102901617026
LogReg,Liberia_DHS_2019_2020,b4,0.005079186603157813
LogReg,Liberia_DHS_2019_2020,h31,0.005519168621255918
LogReg,Liberia_DHS_2019_2020,hw70,0.12343022372121136
LogReg,Liberia_DHS_2019_2020,v012,0.1092747267162131
LogReg,Liberia_DHS_2019_2020,v212,0.0005564012160159507
LogReg,Liberia_DHS_2019_2020,hw72,0.033777279312633995
LogReg,Liberia_DHS_2019_2020,v190,0.0295028614790784
LogReg,Liberia_DHS_2019_2020,v040,0.19829694306621326
LogReg,Liberia_DHS_2019_2020,h22,0.06249545922421328
LogReg,Liberia_DHS_2019_2020,h11,0.016743116813147513
LogReg,Liberia_DHS_2019_2020,h43,0.027518169462690794
LogReg,Liberia_DHS_2019_2020,h34,0.010196678519937597
LogReg,Liberia_DHS_2019_2020,v191,0.024830864117246772
LogReg,Liberia_DHS_2019_2020,v113,0.06511886339053906
LogReg,Liberia_DHS_2019_2020,v116,0.025970112590800527
LogReg,Liberia_DHS_2019_2020,v106,0.01642663596290258
LogReg,Liberia_DHS_2019_2020,v025,0.014651511049601017
LogReg,Liberia_DHS_2019_2020,v201,0.006259382745690301
LogReg,Liberia_DHS_2019_2020,m13,0.02444602127286882
LogReg,Liberia_DHS_2019_2020,v463z,8.229280231363029e-06
LogReg,Liberia_DHS_2019_2020,v151,0.007969338826404375
LightGBM,Liberia_DHS_2019_2020,hw1,0.3520501017861969
LightGBM,Liberia_DHS_2019_2020,b4,0.04426016400595202
LightGBM,Liberia_DHS_2019_2020,h31,0.04461913566868718
LightGBM,Liberia_DHS_2019_2020,hw70,0.2246391253605518
LightGBM,Liberia_DHS_2019_2020,v012,0.18131818932717714
LightGBM,Liberia_DHS_2019_2020,v212,0.11074716950750668
LightGBM,Liberia_DHS_2019_2020,hw72,0.09785290994159318
LightGBM,Liberia_DHS_2019_2020,v190,0.014287211851638643
LightGBM,Liberia_DHS_2019_2020,v040,0.2622709649916085
LightGBM,Liberia_DHS_2019_2020,h22,0.17003954993615863
LightGBM,Liberia_DHS_2019_2020,h11,0.034373307416641255
LightGBM,Liberia_DHS_2019_2020,h43,0.03410886160756295
LightGBM,Liberia_DHS_2019_2020,h34,0.027156701188399312
LightGBM,Liberia_DHS_2019_2020,v191,0.1261538289093775
LightGBM,Liberia_DHS_2019_2020,v113,0.06303544814693082
LightGBM,Liberia_DHS_2019_2020,v116,0.09439327208209579
LightGBM,Liberia_DHS_2019_2020,v106,0.044579206998940434
LightGBM,Liberia_DHS_2019_2020,v025,0.020673693804326435
LightGBM,Liberia_DHS_2019_2020,v201,0.03672795008105999
LightGBM,Liberia_DHS_2019_2020,m13,0.04825941519089403
LightGBM,Liberia_DHS_2019_2020,v463z,0.0
LightGBM,Liberia_DHS_2019_2020,v151,0.023317897653619905
XGBoost,Liberia_DHS_2019_2020,hw1,0.28605031967163086
XGBoost,Liberia_DHS_2019_2020,b4,0.004387130029499531
XGBoost,Liberia_DHS_2019_2020,h31,0.0012496148701757193
XGBoost,Liberia_DHS_2019_2020,hw70,0.16204477846622467
XGBoost,Liberia_DHS_2019_2020,v012,0.11807913333177567
XGBoost,Liberia_DHS_2019_2020,v212,0.02546495571732521
XGBoost,Liberia_DHS_2019_2020,hw72,0.02475161850452423
XGBoost,Liberia_DHS_2019_2020,v190,0.0023593122605234385
XGBoost,Liberia_DHS_2019_2020,v040,0.19576723873615265
XGBoost,Liberia_DHS_2019_2020,h22,0.10712753236293793
XGBoost,Liberia_DHS_2019_2020,h11,0.008161280304193497
XGBoost,Liberia_DHS_2019_2020,h43,0.004337315913289785
XGBoost,Liberia_DHS_2019_2020,h34,0.0
XGBoost,Liberia_DHS_2019_2020,v191,0.0558992363512516
XGBoost,Liberia_DHS_2019_2020,v113,0.006213805638253689
XGBoost,Liberia_DHS_2019_2020,v116,0.011695032007992268
XGBoost,Liberia_DHS_2019_2020,v106,0.020736364647746086
XGBoost,Liberia_DHS_2019_2020,v025,0.0012041617883369327
XGBoost,Liberia_DHS_2019_2020,v201,0.004099770449101925
XGBoost,Liberia_DHS_2019_2020,m13,0.005454857833683491
XGBoost,Liberia_DHS_2019_2020,v463z,0.0
XGBoost,Liberia_DHS_2019_2020,v151,0.006226678378880024
TabPFN,Liberia_DHS_2019_2020,hw1,0.014308317658494829
TabPFN,Liberia_DHS_2019_2020,b4,0.0006511190623263996
TabPFN,Liberia_DHS_2019_2020,h31,0.0026072044018013107
TabPFN,Liberia_DHS_2019_2020,hw70,0.0009431614108536879
TabPFN,Liberia_DHS_2019_2020,v012,0.0027869504346766717
TabPFN,Liberia_DHS_2019_2020,v212,0.0
TabPFN,Liberia_DHS_2019_2020,hw72,0.0025126919753182485
TabPFN,Liberia_DHS_2019_2020,v190,0.0009766785934895994
TabPFN,Liberia_DHS_2019_2020,v040,0.009577798316015063
TabPFN,Liberia_DHS_2019_2020,h22,9.503352574280477e-05
TabPFN,Liberia_DHS_2019_2020,h11,0.0003255595311631998
TabPFN,Liberia_DHS_2019_2020,h43,0.004282669323461663
TabPFN,Liberia_DHS_2019_2020,h34,0.0
TabPFN,Liberia_DHS_2019_2020,v191,0.0
TabPFN,Liberia_DHS_2019_2020,v113,0.0009766785934895994
TabPFN,Liberia_DHS_2019_2020,v116,0.0
TabPFN,Liberia_DHS_2019_2020,v106,0.0006511190623263996
TabPFN,Liberia_DHS_2019_2020,v025,0.0002316742922892745
TabPFN,Liberia_DHS_2019_2020,v201,0.003262878016149795
TabPFN,Liberia_DHS_2019_2020,m13,0.0006511190623263996
TabPFN,Liberia_DHS_2019_2020,v463z,0.0
TabPFN,Liberia_DHS_2019_2020,v151,0.0
LogReg,Bolivia_DHS_2008,hw1,0.3796229344490762
LogReg,Bolivia_DHS_2008,b4,0.018811650599680256
LogReg,Bolivia_DHS_2008,h31,0.04989263582643856
LogReg,Bolivia_DHS_2008,hw70,0.06881577502990771
LogReg,Bolivia_DHS_2008,v012,0.07771621481269998
LogReg,Bolivia_DHS_2008,v212,0.013937157355780395
LogReg,Bolivia_DHS_2008,hw72,0.012929883807078234
LogReg,Bolivia_DHS_2008,v190,0.06899525701788574
LogReg,Bolivia_DHS_2008,v040,0.3180748025774295
LogReg,Bolivia_DHS_2008,h22,0.0
LogReg,Bolivia_DHS_2008,h11,0.045686212334116405
LogReg,Bolivia_DHS_2008,h43,0.05556820072448356
LogReg,Bolivia_DHS_2008,h34,0.000591635688082004
LogReg,Bolivia_DHS_2008,v191,0.093333208869818
LogReg,Bolivia_DHS_2008,v113,0.0847906983869551
LogReg,Bolivia_DHS_2008,v116,0.0
LogReg,Bolivia_DHS_2008,v106,0.004278356971151065
LogReg,Bolivia_DHS_2008,v025,0.01665209331323933
LogReg,Bolivia_DHS_2008,v201,0.022538596568403835
LogReg,Bolivia_DHS_2008,m13,0.07778202377500817
LogReg,Bolivia_DHS_2008,v463z,0.006135139380512215
LogReg,Bolivia_DHS_2008,v151,0.003179120818431548
LightGBM,Bolivia_DHS_2008,hw1,0.671076276258661
LightGBM,Bolivia_DHS_2008,b4,0.057166046216330264
LightGBM,Bolivia_DHS_2008,h31,0.031199691869767857
LightGBM,Bolivia_DHS_2008,hw70,0.1995306552525866
LightGBM,Bolivia_DHS_2008,v012,0.16749930414718547
LightGBM,Bolivia_DHS_2008,v212,0.07586881808411493
LightGBM,Bolivia_DHS_2008,hw72,0.20308984350114315
LightGBM,Bolivia_DHS_2008,v190,0.02924316497924816
LightGBM,Bolivia_DHS_2008,v040,0.576536166430155
LightGBM,Bolivia_DHS_2008,h22,0.0
LightGBM,Bolivia_DHS_2008,h11,0.051685037355498946
LightGBM,Bolivia_DHS_2008,h43,0.03141395119138957
LightGBM,Bolivia_DHS_2008,h34,0.017642846135171742
LightGBM,Bolivia_DHS_2008,v191,0.2329191964501635
LightGBM,Bolivia_DHS_2008,v113,0.04451643812067244
LightGBM,Bolivia_DHS_2008,v116,0.0
LightGBM,Bolivia_DHS_2008,v106,0.04239140374433264
LightGBM,Bolivia_DHS_2008,v025,0.023521456571921173
LightGBM,Bolivia_DHS_2008,v201,0.10842231126134894
LightGBM,Bolivia_DHS_2008,m13,0.1102164991256021
LightGBM,Bolivia_DHS_2008,v463z,0.0048797355273990815
LightGBM,Bolivia_DHS_2008,v151,0.01780698951567279
XGBoost,Bolivia_DHS_2008,hw1,0.48879751563072205
XGBoost,Bolivia_DHS_2008,b4,0.012404041364789009
XGBoost,Bolivia_DHS_2008,h31,0.0045178853906691074
XGBoost,Bolivia_DHS_2008,hw70,0.09779325127601624
XGBoost,Bolivia_DHS_2008,v012,0.06796838343143463
XGBoost,Bolivia_DHS_2008,v212,0.016974035650491714
XGBoost,Bolivia_DHS_2008,hw72,0.0700671523809433
XGBoost,Bolivia_DHS_2008,v190,0.004090593662112951
XGBoost,Bolivia_DHS_2008,v040,0.42123839259147644
XGBoost,Bolivia_DHS_2008,h22,0.0
XGBoost,Bolivia_DHS_2008,h11,0.028015855699777603
XGBoost,Bolivia_DHS_2008,h43,0.003742645727470517
XGBoost,Bolivia_DHS_2008,h34,0.0011975718662142754
XGBoost,Bolivia_DHS_2008,v191,0.173747718334198
XGBoost,Bolivia_DHS_2008,v113,0.016572536900639534
XGBoost,Bolivia_DHS_2008,v116,0.0
