country,subgroup,value,model,accuracy,f1,sensitivity,specificity,auc
Sierra_Leone_DHS_2019,education,no education,TabPFN,0.7352941176470589,0.847457627118644,0.9776536312849162,0.0,0.582141842628539
Sierra_Leone_DHS_2019,education,primary,LogReg,0.6521739130434783,0.7735849056603774,0.8723404255319149,0.18181818181818182,0.5193423597678917
Sierra_Leone_DHS_2019,education,primary,LightGBM,0.5797101449275363,0.7184466019417476,0.7872340425531915,0.13636363636363635,0.5551257253384912
Sierra_Leone_DHS_2019,education,primary,XGBoost,0.6086956521739131,0.7522935779816514,0.8723404255319149,0.045454545454545456,0.5686653771760155
Sierra_Leone_DHS_2019,education,primary,TabPFN,0.6666666666666666,0.8,0.9787234042553191,0.0,0.4835589941972921
Sierra_Leone_DHS_2019,education,secondary,LogReg,0.640625,0.7088607594936709,0.7,0.5416666666666666,0.6669270833333333
Sierra_Leone_DHS_2019,education,secondary,LightGBM,0.7265625,0.7878787878787878,0.8125,0.5833333333333334,0.7036458333333334
Sierra_Leone_DHS_2019,education,secondary,XGBoost,0.6875,0.7727272727272727,0.85,0.4166666666666667,0.6859375
Sierra_Leone_DHS_2019,education,secondary,TabPFN,0.65625,0.7411764705882353,0.7875,0.4375,0.6666666666666667
Sierra_Leone_DHS_2019,education,higher,LogReg,0.5,0.5882352941176471,0.7142857142857143,0.2857142857142857,0.673469387755102
Sierra_Leone_DHS_2019,education,higher,LightGBM,0.7142857142857143,0.75,0.8571428571428571,0.5714285714285714,0.6938775510204082
Sierra_Leone_DHS_2019,education,higher,XGBoost,0.6428571428571429,0.7058823529411765,0.8571428571428571,0.42857142857142855,0.7755102040816326
Sierra_Leone_DHS_2019,education,higher,TabPFN,0.7142857142857143,0.75,0.8571428571428571,0.5714285714285714,0.836734693877551
Sierra_Leone_DHS_2019,residence,rural,LogReg,0.7542087542087542,0.858252427184466,0.9910313901345291,0.04054054054054054,0.6062901466488911
Sierra_Leone_DHS_2019,residence,rural,LightGBM,0.734006734006734,0.8435643564356435,0.9551569506726457,0.06756756756756757,0.5796267119137074
Sierra_Leone_DHS_2019,residence,rural,XGBoost,0.7441077441077442,0.8515625,0.9775784753363229,0.04054054054054054,0.5870197551811901
Sierra_Leone_DHS_2019,residence,rural,TabPFN,0.7542087542087542,0.8571428571428571,0.9820627802690582,0.06756756756756757,0.5978063265058782
Sierra_Leone_DHS_2019,residence,urban,LogReg,0.6688741721854304,0.7596153846153846,0.8777777777777778,0.36065573770491804,0.6540983606557377
Sierra_Leone_DHS_2019,residence,urban,LightGBM,0.609271523178808,0.7064676616915423,0.7888888888888889,0.3442622950819672,0.6034608378870674
Sierra_Leone_DHS_2019,residence,urban,XGBoost,0.609271523178808,0.7230046948356808,0.8555555555555555,0.2459016393442623,0.6060109289617486
Sierra_Leone_DHS_2019,residence,urban,TabPFN,0.6622516556291391,0.7582938388625592,0.8888888888888888,0.32786885245901637,0.6445355191256831
Sierra_Leone_DHS_2019,age_group,24–35m,LogReg,0.6756756756756757,0.7721518987341772,0.8243243243243243,0.3783783783783784,0.6961285609934259
Sierra_Leone_DHS_2019,age_group,24–35m,LightGBM,0.6036036036036037,0.7283950617283951,0.7972972972972973,0.21621621621621623,0.47552958363769177
Sierra_Leone_DHS_2019,age_group,24–35m,XGBoost,0.6486486486486487,0.7771428571428571,0.918918918918919,0.10810810810810811,0.4978086194302411
Sierra_Leone_DHS_2019,age_group,24–35m,TabPFN,0.6666666666666666,0.8,1.0,0.0,0.6482834185536889
Sierra_Leone_DHS_2019,age_group,12–23m,LogReg,0.7465753424657534,0.8514056224899599,0.9464285714285714,0.08823529411764706,0.6160714285714286
Sierra_Leone_DHS_2019,age_group,12–23m,LightGBM,0.7465753424657534,0.8549019607843137,0.9732142857142857,0.0,0.5186449579831932
Sierra_Leone_DHS_2019,age_group,12–23m,XGBoost,0.7602739726027398,0.8638132295719845,0.9910714285714286,0.0,0.597951680672269
