country,shot,n_shot,n_test,model,accuracy,f1,sensitivity,specificity,auc
Haiti_DHS_2016-2017,0.01,49,4885,LogReg,0.6642784032753326,0.7982779827798278,1.0,0.0,0.5027417415160284
Haiti_DHS_2016-2017,0.01,49,4885,LightGBM,0.5844421699078812,0.7113196814562003,0.7707241910631741,0.21585365853658536,0.4798121876056973
Haiti_DHS_2016-2017,0.01,49,4885,XGBoost,0.6370522006141248,0.7668025779297646,0.8983050847457628,0.12012195121951219,0.49758164530797855
Haiti_DHS_2016-2017,0.01,49,4885,TabPFN,0.6448311156601843,0.7784446430851744,0.9392912172573189,0.06219512195121951,0.4994426697733849
Haiti_DHS_2016-2017,0.02,98,4836,LogReg,0.6643920595533499,0.7983600447260529,1.0,0.0,0.5212139761086882
Haiti_DHS_2016-2017,0.02,98,4836,LightGBM,0.6337882547559966,0.748829953198128,0.8216619981325863,0.2618607516943931,0.5719375173907448
Haiti_DHS_2016-2017,0.02,98,4836,XGBoost,0.6470223325062034,0.769105910996889,0.8848428260192966,0.17621688231669747,0.5694294148137793
Haiti_DHS_2016-2017,0.02,98,4836,TabPFN,0.6608767576509512,0.7904421160235113,0.9626517273576097,0.06346272335181762,0.5657525966503532
Haiti_DHS_2016-2017,0.05,246,4688,LogReg,0.664462457337884,0.7984108676150199,1.0,0.0,0.553323081412969
Haiti_DHS_2016-2017,0.05,246,4688,LightGBM,0.632679180887372,0.7458677685950413,0.8112359550561797,0.27908455181182457,0.5983497605560935
Haiti_DHS_2016-2017,0.05,246,4688,XGBoost,0.6493174061433447,0.7726141078838175,0.8966292134831461,0.15956770502225048,0.6027567937680297
Haiti_DHS_2016-2017,0.05,246,4688,TabPFN,0.6646757679180887,0.7984615384615384,0.9996789727126806,0.0012714558169103624,0.6525319420110023
Haiti_DHS_2016-2017,0.1,493,4441,LogReg,0.6642648052240486,0.7982681639832229,1.0,0.0,0.6050169946231059
Haiti_DHS_2016-2017,0.1,493,4441,LightGBM,0.6376942130150867,0.7515825227728887,0.8250847457627118,0.266934942991281,0.605521263172254
Haiti_DHS_2016-2017,0.1,493,4441,XGBoost,0.6586354424679126,0.7788152903414065,0.9047457627118644,0.17169684775318578,0.6186032579658745
Haiti_DHS_2016-2017,0.1,493,4441,TabPFN,0.674172483674848,0.7918285138828945,0.9328813559322033,0.16230717639168343,0.6534697450238152
Haiti_DHS_2016-2017,0.2,986,3948,LogReg,0.6654002026342452,0.7987200975163797,0.9992375142966069,0.004528301886792453,0.6255976521194945
Haiti_DHS_2016-2017,0.2,986,3948,LightGBM,0.6519756838905775,0.7626943005181347,0.8417842165459397,0.27622641509433965,0.626199871959948
Haiti_DHS_2016-2017,0.2,986,3948,XGBoost,0.6661600810536981,0.7819324950363997,0.900876858558902,0.20150943396226415,0.6459489710039635
Haiti_DHS_2016-2017,0.2,986,3948,TabPFN,0.6767983789260384,0.7934606668824863,0.9344262295081968,0.16679245283018868,0.664587142764658
Haiti_DHS_2016-2017,0.35,1726,3208,LogReg,0.6658354114713217,0.7986476333583772,0.997653683716565,0.009285051067780872,0.6410214514743885
Haiti_DHS_2016-2017,0.35,1726,3208,LightGBM,0.6571072319201995,0.7667514843087362,0.8484279680900986,0.2785515320334262,0.6307617096868223
Haiti_DHS_2016-2017,0.35,1726,3208,XGBoost,0.6745635910224439,0.7877185847905652,0.9089629282027217,0.2107706592386258,0.6514045001344175
Haiti_DHS_2016-2017,0.35,1726,3208,TabPFN,0.6739401496259352,0.7866177070583436,0.9047395588925388,0.21727019498607242,0.6679452674343064
Haiti_DHS_2016-2017,0.5,2467,2467,LogReg,0.6668017835427645,0.7991202346041055,0.9975594874923734,0.012077294685990338,0.6555296177414649
Haiti_DHS_2016-2017,0.5,2467,2467,LightGBM,0.6578840697203081,0.7715213860314023,0.8694325808419768,0.2391304347826087,0.6326343387183773
Haiti_DHS_2016-2017,0.5,2467,2467,XGBoost,0.6720713417105797,0.7887176808566205,0.9212934716290421,0.178743961352657,0.646450277505136
Haiti_DHS_2016-2017,0.5,2467,2467,TabPFN,0.6781516011349817,0.7936590436590436,0.9316656497864552,0.17632850241545894,0.6770307392571764
Haiti_DHS_2016-2017,0.7,3453,1481,LogReg,0.6677920324105334,0.7985257985257985,0.9908536585365854,0.028169014084507043,0.639115178878147
Haiti_DHS_2016-2017,0.7,3453,1481,LightGBM,0.6617150573936529,0.7713372889091739,0.858739837398374,0.2716297786720322,0.6415914184292748
Haiti_DHS_2016-2017,0.7,3453,1481,XGBoost,0.6630654962862931,0.7810443176831944,0.9044715447154471,0.1851106639839034,0.6437895666683024
Haiti_DHS_2016-2017,0.7,3453,1481,TabPFN,0.6785955435516543,0.7888198757763976,0.9034552845528455,0.23340040241448692,0.6586960789124994
Haiti_DHS_2016-2017,0.9,4440,494,LogReg,0.6659919028340081,0.7970479704797048,0.9878048780487805,0.030120481927710843,0.6233286805759624
Haiti_DHS_2016-2017,0.9,4440,494,LightGBM,0.6578947368421053,0.7706919945725916,0.8658536585365854,0.2469879518072289,0.6588671760211579
Haiti_DHS_2016-2017,0.9,4440,494,XGBoost,0.6902834008097166,0.8,0.9329268292682927,0.21084337349397592,0.6606486923302968
Haiti_DHS_2016-2017,0.9,4440,494,TabPFN,0.6720647773279352,0.7879581151832461,0.9176829268292683,0.18674698795180722,0.673780487804878
